1 5309.280147572805 21047.328371867537
1 13496.552336196764 17428.559242764488
1 7237.625539483386 14428.31811875198
1 24992.544536607107 29489.973548688926
1 25010.853381609835 28808.4669827288
1 23191.757603250036 26980.942316581495
1 21451.26587292517 21350.340051535517
1 19076.352629692294 17611.41897578258
1 16904.962940842146 15950.814256438054
1 14166.086816811177 20239.108718971722
1 20861.942633715225 19137.698906056583
1 20229.0035883041 18284.051349888556
1 21129.496735808323 19337.336234045215
1 21131.069331406732 19315.131420000456
1 17277.920527978626 17139.955583649687
1 17610.267254167236 16624.692725080065
1 24040.539975247928 11195.115516314283
1 18632.586506545136 14528.769497867674
1 19827.108003993984 5345.325569032691
1 17111.41319847922 18155.68630951736
1 17466.00955649384 19296.187912770547
1 17091.447822543792 12099.15478296671
1 17047.661812702136 12322.579395124689
1 20212.833133383596 13896.800856940448
1 17663.31599005341 16253.5981961051
1 15721.789261694648 16409.022938354872
1 10723.580878001987 26563.49311936833
1 15424.38835540635 29534.312859865837
1 18349.179416797124 7025.774579745717
1 16959.620028530946 14698.422584211454
1 17713.755488693132 15874.756343842484
1 18623.498174911598 11734.169505261816
1 16970.56103518512 12298.762205096893
1 16591.060653466033 18375.137432504445
1 18899.986645163503 19400.5654479051
1 19865.15535108489 19455.846948326565
1 17697.48779505887 16504.184641945176
1 21428.682122275815 12542.512129574083
1 20806.927819319186 18968.151066368446
1 16881.899703155155 17073.10608923342
1 21555.653854429023 17226.693938968703
1 21379.211879314855 16003.267333433963
1 18584.707960242347 10657.856822336093
1 18724.461732457916 10823.426843937486
1 21349.90384405409 19661.541623470373
1 19242.834229026805 11283.003431638703
1 19451.187909177504 10932.159801164642
1 19112.16481812304 17724.40589263849
1 24226.41620586888 19132.26638778113
1 7489.705625266419 18335.13121459447
1 14811.489335521124 12171.774993659928
1 19131.035338287358 18644.389127605595
1 24562.12429945136 14795.22469772119
1 15726.933611057873 16290.218154284172
1 7767.918030652683 17780.866577595472
1 16893.560069830506 16281.65415582154
1 19258.554724282178 16434.932335403748
1 17577.12280693784 17157.688028114848
1 21171.126429315016 15884.326162238605
1 21415.237328133604 16146.283459110186
